SMILES,FORMULA,DRUGBANK_ID,GENERIC_NAME
[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)CC[C@]12C,C21H29ClO3,DB15984,Clostebol acetate
NCC(O)CC(O)=O,C4H9NO3,DB15985,Gamma-amino-beta-hydroxybutyric acid
CN1C2=C(NC(Cl)=N2)C(=O)N(C)C1=O.CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,C26H30ClN5O3,DB15987,Piprinhydrinate
CN[C@@H](C)[C@H](OC(=O)CCC(C)=O)C1=CC=CC=C1,C15H21NO3,DB15988,Ephedrine levulinate
NCC(=O)N[C@@H](CCC(N)=O)C(O)=O,C7H13N3O4,DB15990,Glycylglutamine
NCC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,C11H14N2O4,DB15991,Glycyltyrosine
COC1=C(O)C=CC(=C1)S(O)(=O)=O,C7H8O5S,DB15992,Sulfogaiacol
N[C@@H](CC(O)=O)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O,C10H21N5O6,DB15993,Arginine aspartate
C,CH4,DB15994,Methane
O[N+]([O-])=O,HNO3,DB15995,Nitric acid
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8F18,DB15997,Perfluorooctane
[K+].NC(CC([O-])=O)C(O)=O,C4H6KNO4,DB15998,Potassium hydrogen DL-aspartate
[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C27H38O6,DB15999,Prednisolone caproate
NC(=O)C1=C(OCC(O)=O)C=CC=C1,C9H9NO4,DB16000,Salicylamide O-acetic acid
[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C29H46O3,DB16001,Testosterone decanoate
[H][C@@]12CC[C@H](OC(=O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C25H38O3,DB16002,Testosterone isocaproate
[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C28H36O3,DB16003,Testosterone phenylpropionate
OC(=O)CC(C(P(O)(O)=O)P(O)(O)=O)C(O)=O,C5H10O10P2,DB16004,Butedronic acid
CC(=O)OCC(COC(C)=O)OC(C)=O,C9H14O6,DB16005,Triacetin
[Zn++].[NH3+]C(CC([O-])=O)C([O-])=O.[NH3+]C(CC([O-])=O)C([O-])=O,C8H12N2O8Zn,DB16006,Zinc DL-aspartate
CN1C(=O)C=C(NCCN(CCO)CCCC2=CC=C(C=C2)[N+]([O-])=O)N(C)C1=O,C19H27N5O5,DB16008,Nifekalant
CN(C)C(=O)OC1=CC(NC(=O)C2(CN)CCN(CC2)C2=C3C(C)=CNC3=NC=N2)=CC=C1,C23H29N7O3,DB16009,LX-7101
[H][C@]12CCC[C@]([H])(CN(C)C1)C2OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,C22H31NO3,DB16011,Levophencynonate
CCCCN(CCCC)CCCC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(C=C2)C(=O)OC(C)C,C34H47NO4,DB16012,Celivarone
CC(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O,C85H141N27O15,DB16013,SER-100
COC(=O)C1=C(C2=C(OCO2)C(OC)=C1)C1=C(CO)C=C(OC)C2=C1OCO2,C19H18O9,DB16014,Bicyclol
CCCCOP(O)(=O)OC[C@H]1O[C@H](C[C@@H]1OP(O)(=O)OCCCC)N1C=C(C)C(=O)NC1=O,C18H32N2O11P2,DB16015,Bisphosphocin Nu-3
O=C1CCCC(=O)N1CCC1=CN=CN1,C10H13N3O2,DB16016,Histamine glutarimide
[68Ga+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCCCCNC(=O)CCC1=CC(CN(CCN(CC([O-])=O)CC2=C(O)C=CC(CCC([O-])=O)=C2)CC([O-])=O)=C(O)C=C1)C(O)=O)C(O)=O,C44H59GaN6O17,DB16019,Gallium Ga-68 gozetotide
CCCC(=O)C1=C(OCCN(C(C)C)C(C)C)C=CC=C1,C18H29NO2,DB16020,Ketocaine
CCN1CCC[C@H]1CNC(=O)C1=CC(=CC=C1OC)S(N)(=O)=O,C15H23N3O4S,DB16021,Levosulpiride
CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1,C14H19N3S,DB16022,Thenyldiamine
[Cl-].CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N,C12H18ClN4O4PS,DB16023,Monophosphothiamine
[Na+].CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS([O-])(=O)=O)C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS([O-])(=O)=O)C2=CC=C3C=CC=CC3=C12,C43H47N2NaO6S2,DB16024,Indocyanine green
OC(=O)[C@@H]1CCC(=O)N1.N[C@@H](CCCNC(N)=N)C(O)=O,C11H21N5O5,DB16025,Arginine PCA
[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)OC1=CC=C(\C=C\C(=O)OCCCCO[N+]([O-])=O)C=C1OC,C38H55NO10,DB16026,NCX-1000
CCCCC\C=C/C\C=C/CCCCCCC(O)C(O)=O,C18H32O3,DB16027,alpha-Hydroxylinoleic acid
COC1=CC=CC(=C1)C(=O)COC1=CC=C(CC2SC(=O)NC2=O)C=C1,C19H17NO5S,DB16028,Azemiglitazone
CC(CCCCC[18F])(C(O)=O)C(O)=O,C9H15FO4,DB16029,2-(5-fluoro-pentyl)-2-methyl-malonic-acid
[O-][N+](=O)C1=CC(\C=C2/CN(CC\C(=C/C3=CC(=C(F)C=C3)[N+]([O-])=O)C2=O)C(=O)C=C)=CC=C1F,C23H17F2N3O6,DB16030,VLX-1570
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC\C(=N/O)[C@](C)(CCCO)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,C26H47NO2,DB16031,TRO40303
O\C(=C/C(=O)C1=CC=C(CC2=CC=C(F)C=C2)O1)C1=NNC=N1,C16H12FN3O3,DB16032,GW810781
CC(C)(O)C1=NC=C(N=C1)N1C[C@@]2(CCC[C@](C)(CN3C=NC4=C3C=C(C=C4)C#N)C2)OC1=O,C25H28N6O3,DB16033,GSK2798745
C[C@H](OC(N)=O)[C@@H](O)C1=CC=CC=C1Cl,C10H12ClNO3,DB16034,JBPOS0101
OCC1=CC(OC2=CC3=CC=CC(C(=O)NC4=CC=CC(=C4)C(F)(F)F)=C3C=C2)=NC=N1,C23H16F3N3O3,DB16035,BFH772
FC(F)(F)C(OC(=O)N1CCN(CC2=CC=C(C=C2N2CCCC2)C(F)(F)F)CC1)C(F)(F)F,C20H22F9N3O2,DB16036,ABX-1431
CC1=CC(C[C@@H](OC(=O)N2CCC(CC2)N2CCC3=C(NC2=O)C=CC=C3)C(=O)N2CCC(CC2)N2CCOCC2)=CC(C)=C1O,C35H47N5O6,DB16037,BI 44370 TA
F[C@@H]1CCN(C1)S(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CN=C(N=C2)C2CC2)=C1F,C25H21F3N6O3S,DB16038,PLX8394
OB1OCC2=C1C=CC(OC1=CC(C#N)=C(C=C1)C#N)=C2,C15H9BN2O3,DB16039,AN2898
ClC1=CC(N2CCN(CCCCN3C(=O)C4=C(C=CC=C4)S3(=O)=O)CC2)=C2OCCOC2=C1,C23H26ClN3O5S,DB16040,DU125530
CC1=C(C)C(=O)C(CC[C@@](C)(O)C(N)=O)=C(C)C1=O,C14H19NO4,DB16041,EPI-589
COC1=C(C=C2CCN(C)CCC2=C1)S(=O)(=O)C1=CC=C(OCC2=CC=C(Cl)C=C2)C=C1,C25H26ClNO4S,DB16042,SB-773812
OC(=O)C1=CC=C2N=C(CN3CCC(CC3)C3=NC(OCC4=CC=C(C=C4F)C#N)=CC=C3)N(C[C@@H]3CCO3)C2=C1,C31H30FN5O4,DB16043,PF-06882961
CC1=NC2=C(C=CC=C2N1S(=O)(=O)C1=CC=CC=C1)N1CCNCC1,C18H20N4O2S,DB16044,PF-05212377
CN1C=C(C(O)=O)C2=C1C=C(C=C2)N1CCC(CC1)OCC1=C(ON=C1C1=C(Cl)C=CC=C1Cl)C1CC1,C28H27Cl2N3O4,DB16045,TERN-101
CC1=NN(CCC(O)=O)C(C)=C1CC1=CC(C)=C(O)C2=C1CCC2,C19H24N2O3,DB16046,TRC150094
CN1C=C(C2=C1C=C1OCOC1=C2)C1=C(C(=O)NC1=O)C1=COC2=CC=C(F)C=C12,C22H13FN2O5,DB16047,Elraglusib
CC1=NN(C=C1CN1CCC2(CC1)OCC(F)(F)C1=C2SC(Cl)=C1)C1=NC=CC=C1CO,C22H23ClF2N4O2S,DB16048,BTRX-246040
COC1=CC(=CC=C1)C1=CC(F)=C(NC2=C(C=CC=N2)C(O)=O)C(F)=C1,C19H14F2N2O3,DB16049,Farudodstat
CCCNC1=NC(NC2=CC=C(C=C2)C#N)=NC=C1C#CCCCNC(=O)[C@H](C)N(C)C(=O)\C=C\CN(C)C,C29H38N8O2,DB16050,FF-10101-01
C[C@H](NC(=O)C(=C\C=C\C1=CC=CC(Br)=N1)\C#N)C1=CC=CC=C1,C19H16BrN3O,DB16051,MOL-4239
[H][C@@](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@]1([H])O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)([C@H](O)CO)[C@H](O)[C@@H](O)C=O,C18H32O15,DB16052,2'-Fucosyllactose
COC1=CC(Cl)=CC=C1CCNC(=O)C1=CC=C(OC2=CC3=C(C=C2Cl)[C@H](CCO3)C(O)=O)C=C1,C26H23Cl2NO6,DB16053,ARRY-502
CN1C=C(C2=C(NC=C2)C1=O)C1=C2OC(C)(C)C(=O)N(C)C2=CC(=C1)S(C)(=O)=O,C20H21N3O5S,DB16054,INCB-057643
CS(=O)(=O)C1=C2[C@H](O)C(F)(F)CC2=C(OC2=CC(=CC(F)=C2)C#N)C=C1,C17H12F3NO4S,DB16055,PT-2385
COC1=CC=C(COC2=CC=C(CN3C(N)=NC4=C3N=CC(=C4)C3=CN(C)N=C3)C=C2OC)C=C1,C26H26N6O3,DB16056,GZ-389988
C[C@@H](OP(=O)(N1CC1)N1CC1)C1=CC(OC2=CC(=CC=C2)C(=O)N(C)C)=C(C=C1)[N+]([O-])=O,C21H25N4O6P,DB16057,OBI-3424
CN1N=CC2=C1C=CC(=C2)C1=C(OC2CC3=C(C2)C=CC=C3)C(N)=CC(CCC(O)=O)=C1,C26H25N3O3,DB16058,AK106-001616
CC1(N)CCN(CC1)C1=CC=CN=C1NC(=O)C1=C(N)N=CC(=N1)C1=C(C=CC=N1)C(F)(F)F,C22H23F3N8O,DB16059,Darovasertib
OC[C@@H](O)C1=CN=C(C(Cl)=C1)C1=CCN(CC1)C(=O)NC1=CC=C(C=N1)C(F)(F)F,C19H18ClF3N4O3,DB16060,V116517
CC(C)C1=C2N=C(NC[C@H]3CCNC[C@@H]3O)C=C(NCC3=CC=CC=C3)N2N=C1,C22H30N6O,DB16061,Samuraciclib
CNC1=NC2=C(C=C(Cl)C=C2)C(=NC1)C1=CC=CN1,C14H13ClN4,DB16062,Ro 24-7429
O=C1NN=C2NC(CN3CC4=C(C3)C=CC=C4)=NC3=C2C1=CC=C3,C18H15N5O,DB16063,2X-121
CC(C)(O)C1=CC(NC2=CC(OC3=CN(N=C3C3CCOCC3)C3CC3)=CC=N2)=CC=N1,C24H29N5O3,DB16064,LY-3200882
CC1(C)N(C(=S)N(C1=O)C1=C(F)C(=C(C=C1)C#N)C(F)(F)F)C1=CN=C(CCCC2=NC=CO2)C=C1,C24H19F4N5O2S,DB16065,Proxalutamide
CC1=CC(NS(=O)(=O)C2=CC=C(Cl)C(=C2)C(F)(F)F)=C(N=C1)C(=O)C1=C2C=CNC2=NC=N1,C20H13ClF3N5O3S,DB16066,Ilacirnon
OC1=CC(CCC2=CC=C(C=C2)C(F)(F)F)=NNC1=O,C13H11F3N2O2,DB16067,Luvadaxistat
CCC1=CC(F)=C2N=C(N3CCC(CC3)NC3CCOCC3)C(C3=NC(C)=NO3)=C(C)C2=C1,C25H32FN5O2,DB16068,BTRX-335140
COCCOCCOC1=CC(O)=C(C=C1)C1=N[C@](C)(CS1)C(O)=O,C16H21NO6S,DB16069,SP-420
COC1=CC=C(C=C1)[C@@H](O)[C@H](NC(=O)[C@H](C)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CCCC1)C(=O)[C@@]1(C)CO1,C30H42N4O8,DB16070,Zetomipzomib
NC1=NC(=O)N(C=C1)[C@@H]1S[C@H](CO)[C@@H](O)[C@@H]1F,C9H12FN3O3S,DB16071,4'-Thio-fac
[H][C@@]12OC3=C4C(C[C@H]5N(CC6CC6)CC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3OCCOC1=CC=C2C[C@H]3N(CC4CC4)CC[C@]45C2=C1O[C@@]4([H])[C@]1(CC[C@@]35C[C@]1([H])[C@](C)(O)C(C)(C)C)OC,C60H84N2O8,DB16072,ORP-101
CC1=CC(=CC2=C1C(=O)N(CC1=CC=C(OC(F)(F)F)C=C1)C2)C1=NC(CN2CCNCC2)=NO1,C24H24F3N5O3,DB16073,AZD8529
CN1CCN(CC1)C1=C2N=C(N(C3CCOCC3)C2=NC(C)=N1)C1=CC=CC=C1Cl,C22H27ClN6O,DB16074,LY2828360
NC1=NC=NC2=C1N=C(Cl)N2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H12ClN5O4,DB16075,8-Chloroadenosine
CCC[C@H](C)OC1=NC(N)=C2NC(=O)N(CCCCCN3CCCCC3)C2=N1,C20H34N6O2,DB16076,GSK2245035
CNCC1=CN(C(=C1OC)C1=C(F)C=C(F)C=C1)S(=O)(=O)C1=CC(F)=CC=C1,C19H17F3N2O3S,DB16078,Abeprazan
[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)N1CC(CCN2CCOCC2)C1)[C@@]1(C)O[C@@H]1CC=C(C)C,C26H42N2O6,DB16079,Aclimostat
CC1=C([C@@H](OC2=C1C=CC(O)=C2)C1=CC=C(OCCN2CCCCC2)C=C1)C1=CC=C(O)C=C1,C29H31NO4,DB16080,Acolbifene
CNCC1=CC(OC2=CC=C3N(C=CC3=C2)C(=O)NC2=NN(C)C(=C2)C(F)(F)F)=NC=N1,C20H18F3N7O2,DB16081,Acrizanib
OCCNC(=O)CCCCCCCC(=O)NCCO,C13H26N2O4,DB16083,Adelmidrol
[O-]C(=O)CCCCC([O-])=O,C6H8O4,DB16084,Iron (III) oxide adipate
CCCCC[C@H](O)C1=CC=C(C=C1)N1[C@@H](CCCC2=CC=C(S2)C(=O)OC(C)C)CCC1=O,C27H37NO4S,DB16085,Aganepag isopropyl
CN(C)CCN(C)C1=NC(OCC(F)(F)F)=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C1NC(=O)C=C,C28H31F3N8O2,DB16087,Alflutinib
CN1C(CC(=O)NCC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,C17H18N2O4,DB16088,Amtolmetin guacil
[H][C@]12CC[C@H](N1C(=O)[C@H](CN(CC2)S(=O)(=O)C1=CC(=CC=C1)S(=O)(=O)N1CC[C@@]2([H])CC[C@H](N2C(=O)[C@H](C1)NC(=O)[C@H](C)NC)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1)NC(=O)[C@H](C)NC)C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1,C60H72N10O10S2,DB16095,APG-1387
[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H]([C@@H]2C)N1CCS(=O)(=O)CC1)O4,C19H31NO6S,DB16097,Artemisone
C[C@@H]1[C@@H](C[C@H](NC(=O)C2=CN=C3C[C@]4(CC3=C2)C(=O)NC2=C4C=CC=N2)C(=O)N1CC(F)(F)F)C1=C(F)C(F)=CC=C1F,C29H23F6N5O3,DB16098,Atogepant
COC1=CC=CC(=C1)[C@]1(O)C[C@@H](O)CC[C@H]1CN(C)C,C16H25NO3,DB16100,Axomadol
OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC=CC=C1,C15H10O5,DB16101,Baicalein
CC(C)=CCC[C@@](C)(C=C)\C=C\C1=CC=C(O)C=C1,C18H24O,DB16102,Bakuchiol
COC1=C(F)C=C(NS(=O)(=O)C2=C(F)C(F)=C(F)C(F)=C2F)C=C1,C13H7F6NO3S,DB16103,Batabulin
CONC(=O)C1=CC=CC=C1NC1=CC(NC2=CC(C)=NN2C(C)C)=NC=C1Cl,C20H23ClN6O2,DB16106,GSK2256098
CC[C@H]1N(C2CCCC2)C2=NC(NC3=CC=C(C=C3OC)C(=O)NC3CCN(C)CC3)=NC=C2N(C)C1=O,C28H39N7O3,DB16107,BI 2536
CCC1=NC(=C(S1)C1=CC(NC(=O)C2=CC=CC=C2)=NC=C1)C1=CC=CC(C)=C1,C24H21N3OS,DB16108,TAK-715
CO[C@@H](CC1=CC=C(N)C=C1)C(O)=O,C10H13NO3,DB16109,GED-0507-34-Levo
CC1(C)CC(CC(C)(C)C1)=C(C1=CC=C(O)C=C1)C1=CC=C(C=C1)C(O)=O,C24H28O3,DB16110,GSK232802
OC(=O)C1=CC=C(C=C1)C1(CC1)NC(=O)C1CC2(CC2)CCN1CC1=CC=C(C=C1)C(F)(F)F,C26H27F3N2O3,DB16111,CR6086
CC1=CC(O)=C(O)C=C1C(=O)OC[C@H](CNC(C)(C)CNC(=O)C1CCOC1)OC(=O)C1(C)CC1,C25H36N2O8,DB16112,OT-730
CN1C(=O)C(O)=C(N=C1N1CCCCS1(=O)=O)C(=O)NCC1=CC=C(F)C=C1,C17H19FN4O5S,DB16114,HIV Integrase Inhibitor
[H][C@@]12OC3=C4C(C[C@H]5N(CC6CC6)CC[C@@]14[C@@]51CC[C@@]2(OC)[C@]([H])(C1)[C@](C)(O)C(C)(C)C)=CC=C3OC(=O)CCCCC(O)=O,C35H49NO7,DB16117,Buprenorphine hemiadipate
NC1=NC(SCC2=CSC(=N2)C2=CC=C(Cl)C=C2)=C(C#N)C(C2=CC=C(OCCO)C=C2)=C1C#N,C25H18ClN5O2S2,DB16118,Capadenoson
COC(=O)[C@H](CC1=CC=C(C=C1)N1C(=O)N(C)C2=C(C=C(C=C2)N(C)C)C1=O)NC(=O)C1=C(Cl)C=CC=C1Cl,C28H26Cl2N4O5,DB16119,Carotegrast methyl
OC1=CC2=C(C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C=C2)C(O)=C1,C22H18O10,DB16120,Epigallo Catechin Gallate
CC1=CC(=CC=C1)N1CCN(CCC2=CC=C3C=CC=CC3=N2)CC1,C22H25N3,DB16122,Centhaquine
CCCC1=CC=C(COC2=CC3=C(C=C2)C(C)=C(CN2CC(C2)C(O)=O)CC3)C(OC)=C1,C27H33NO4,DB16123,Ceralifimod
COC1=CC=C2C(OC3=CC4=CC=CC(C(=O)NC5=CC=CC=C5N)=C4C=C3)=CC=NC2=C1,C27H21N3O3,DB16124,Chiauranib
CC1=CC=C(O1)C1=C2N=NN(CC3=CC=CC(CO[C@H]4CCOC4)=N3)C2=NC(N)=N1,C20H21N7O3,DB16125,Ciforadenant
OC(=O)CCCCN(CCC1=C(OCC2=CC=C(CCC3=CC=CC=C3)C=C2)C=CC=C1)CC1=CC=C(C=C1)C(O)=O,C36H39NO5,DB16126,Cinaciguat
CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H](NC[C@@H](C)OC2=C(CC[C@H](C)NC1=O)C=CC=C2)C1CC1,C28H44N4O4,DB16129,TZP-102
CS(=O)(=O)CCC#N,C4H7NO2S,DB16130,Dapansutrile
C[C@@]1(CSC(=N1)C1=CC=C(O)C=C1O)C(O)=O,C11H11NO4S,DB16132,Deferitrin
C[C@H]1CN(C(=O)CC#N)[C@]11CCN(C1)C1=C2C=CNC2=NC=N1,C16H18N6O,DB16133,Delgocitinib
N[C@@H](C(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)C(=O)N1C[C@@H](F)C[C@H]1C#N,C20H18F3N3O,DB16134,Denagliptin
OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2N(OCC2CC2)C1=O,C16H16N2O6,DB16135,Desidustat
CN[C@H](C)CCC=C(C)C,C9H19N,DB16136,Dexisometheptene mucate
C[C@H](NC1=C2N=CNC2=NC=N1)C1=C(C(=O)N2C(C)=CSC2=N1)C1=CC=CC(F)=C1,C20H16FN7OS,DB16137,Dezapelisib
CC[C@@]1(O)CC(=O)OCC2=C1C=C1N(CC3=CC4=CC(F)=C(F)C=C4N=C13)C2=O,C21H16F2N2O4,DB16138,Diflomotecan
[H][C@@]12CCC3=C(C=C(O)C(O)=C3)[C@@]1([H])C1=C(CN2)C=CC=C1,C17H17NO2,DB16139,DAR-0100A
[H][C@@]12CC[C@H](OC(=O)CCCCCCCCCC)[C@@]1(C)C[C@H](C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H],C31H50O3,DB16141,Dimethandrolone Undecanoate
NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N,C13H13N3O,DB16142,Acetyldinaline
C[Si](C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=C(C=CC=C2)C1=O)[Si](C)(C)C,C22H28N2O3Si2,DB16143,Dirocaftor
[H][C@@]12CC3=CNC4=C3C(=CC=C4)[C@@]1([H])C[C@@H](CSCC(=O)NCCCC[C@@H](NC(=O)CSC[C@H]1CN(CCC)[C@]3([H])CC4=CNC5=C4C(=CC=C5)[C@@]3([H])C1)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](CC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC3=CNC4=C3C=CC=C4)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(N)=O)CN2CCC,C86H116N16O12S4,DB16144,Dopastatin
OC1=C(Cl)C=C(C=C1Cl)C(=O)N1CS(=O)(=O)C2=CC=CC=C12,C14H9Cl2NO4S,DB16145,Dotinurad
[H][C@](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)CC1=CC=C(O)C=C1)([C@@H](C)CC)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(O)=O,C99H155N31O23,DB16146,Dynorphin
CC(C)[C@H](N)C(=O)OCC[C@H](NC(=O)[C@@H]1SCCN1S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C1=CC=C(F)C=C1,C30H34FN3O5S2,DB16147,Ebopiprant
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(OC(=O)CCC)=C1CCCCCCC(=O)OCCCC,C28H48O6,DB16148,Ecraprost
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCNC(N)=N)C(C)C)C(O)=O,C47H76N16O13,DB16152,VEGFR2-169
NC(=O)C(=C\N1C=NC(=N1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)\C1=CN=CN=C1,C17H10F6N6O,DB16153,Eltanexor
COC1=C(OC)C=C2C(CCN3C(=O)N(CCNC(N)=O)\C(C=C23)=N\C2=C(C)C=C(C)C=C2C)=C1,C26H31N5O4,DB16157,Ensifentrine
C[C@H](C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,C15H13FO2,DB16159,Esflurbiprofen
C[C@@H]1CN(CC(=O)N2CC(C)(C)C3=C2C=C(CC2=CC=C(F)C=C2)C(CO)=N3)[C@@H](CN2CCOC[C@H]2C)CN1,C30H42FN5O3,DB16160,Tolinapant
[H][C@@]12CCN(C[C@]1(CC1=C(C2)N(N=C1)C1=CC=C(F)C=C1)C(=O)C1=CC(=CC=N1)C(F)(F)F)S(=O)(=O)C1=NN(C)N=C1,C26H23F4N7O3S,DB16162,Exicorilant
O=C([C@H]1CCC(=O)N1)N1CCCCC1,C10H16N2O2,DB16163,Fasoracetam
CN1N=C(C)C(\C=N\OCC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1OC1=CC=CC=C1,C24H27N3O4,DB16164,Fenpyroximate
CCOC1=NC=C(C)C2=C1[C@H](C1=CC=C(C=C1OC)C#N)C(C(N)=O)=C(C)N2,C21H22N4O3,DB16165,Finerenone
COC1=CC=CC=C1[C@H](CN1C2=C(C(C)=C(S2)C2=NC=CO2)C(=O)N(C1=O)C(C)(C)C(O)=O)OC1CCOCC1,C28H31N3O8S,DB16166,Firsocostat
COC1=CC(OC)=C(Cl)C(=C1Cl)C1=CC2=CN=C(N[C@@H]3COCC[C@@H]3NC(=O)C=C)N=C2C=C1,C24H24Cl2N4O4,DB16167,Fisogatinib
NC1=NC(=O)N(C=C1)[C@H]1[C@H](O)[C@H](O)C(CO)=C1F,C10H12FN3O4,DB16168,Fluorocyclopentenylcytosine
CC(C)C1=C(CCC2=NOC3=CC(OCC(O)=O)=C(C)C=C23)SC(=N1)C1=CC=C(C=C1)C(F)(F)F,C25H23F3N2O4S,DB16169,Fonadelpar
C[C@@](CC1=CC=C(OP(O)(O)=O)C(O)=C1)(NN)C(O)=O,C10H15N2O7P,DB16171,Foscarbidopa
COC1=C(OP(O)(O)=O)C2=C(NC(=CC2=O)C2=CC(F)=CC=C2)C=C1,C16H13FNO6P,DB16172,Foslinanib
CC1(C)N(CCN2C(NC3=CC=C(F)C=C3)=C(N=C12)C1=CC=C(F)C=C1)C(=O)CN,C22H23F2N5O,DB16173,Ganaplacide
N[C@H](CC1CCCCC1)C(=O)N[C@H](CCC(O)=O)C(=O)NCC(O)=O,C16H27N3O6,DB16176,AIM-102
O=C1COC(=O)CO1,C4H4O4,DB16177,ABH001
CN1C=C(CN2CCC(CC2)C2=CC=C(C=C2)C(=O)NC2=CC=CC=C2N)C(C)=N1,C24H29N5O,DB16182,CXD101
